[2026-05-25 03:54:04,854] [INFO] [ai_detector.logging.logger] - Logginng initialized. Logs will be Saved to: logs/2026_05_25_03_%NM_04.log
[2026-05-25 03:55:37,647] [INFO] [ai_detector.logging.logger] -   Predicting with model_4...
[2026-05-25 03:55:37,728] [INFO] [ai_detector.logging.logger] - ✓ Processing complete in 0.23s
[2026-05-25 03:57:08,014] [INFO] [ai_detector.logging.logger] - Processing image: Bhura Bhaalu.png
[2026-05-25 03:57:08,015] [INFO] [ai_detector.logging.logger] -   Predicting with model_1...
[2026-05-25 03:57:08,518] [INFO] [ai_detector.logging.logger] -   Predicting with model_2...
[2026-05-25 03:57:08,600] [INFO] [ai_detector.logging.logger] -   Predicting with model_3...
[2026-05-25 03:57:08,717] [INFO] [ai_detector.logging.logger] -   Predicting with model_4...
[2026-05-25 03:57:08,825] [INFO] [ai_detector.logging.logger] - ✓ Processing complete in 0.82s
[2026-05-25 03:57:19,341] [INFO] [ai_detector.logging.logger] - Processing image: AI_Generated_Image.png
[2026-05-25 03:57:19,341] [INFO] [ai_detector.logging.logger] -   Predicting with model_1...
[2026-05-25 03:57:19,541] [INFO] [ai_detector.logging.logger] -   Predicting with model_2...
[2026-05-25 03:57:19,604] [INFO] [ai_detector.logging.logger] -   Predicting with model_3...
[2026-05-25 03:57:19,700] [INFO] [ai_detector.logging.logger] -   Predicting with model_4...
[2026-05-25 03:57:19,809] [INFO] [ai_detector.logging.logger] - ✓ Processing complete in 0.47s
[2026-05-25 04:06:53,853] [INFO] [ai_detector.logging.logger] - Processing image: Tanya-kebab.jpeg
[2026-05-25 04:06:53,855] [INFO] [ai_detector.logging.logger] -   Predicting with model_1...
[2026-05-25 04:06:53,951] [INFO] [ai_detector.logging.logger] -   Predicting with model_2...
[2026-05-25 04:06:53,998] [INFO] [ai_detector.logging.logger] -   Predicting with model_3...
[2026-05-25 04:06:54,080] [INFO] [ai_detector.logging.logger] -   Predicting with model_4...
[2026-05-25 04:06:54,161] [INFO] [ai_detector.logging.logger] - ✓ Processing complete in 0.31s
[2026-05-25 04:10:05,830] [INFO] [ai_detector.logging.logger] - Shutting down FastAPI application...
